Index@CheckId@Status@Category@DesignCategory@Severity@FileId@Module@ArgList@ClusterInfo@OldRtlId
d21c562a@0@uninspected@Rtl Design Style@Rtl Design Style@Info@0@"SPI_slave"@"0:6#1:5#2:SPI_slave#3:C:/Users/hp/OneDrive/Desktop/DD_Diploma/SPI_Slave_with_Single_Port_RAM/SPI_slave.v#"@"0"@""
ca78f81a@1@uninspected@Rtl Design Style@Rtl Design Style@Info@1@"RAM"@"0:RAM#1:C:/Users/hp/OneDrive/Desktop/DD_Diploma/SPI_Slave_with_Single_Port_RAM/RAM.v#"@"0"@""
6d26ad43@1@uninspected@Rtl Design Style@Rtl Design Style@Info@0@"SPI_slave"@"0:SPI_slave#1:C:/Users/hp/OneDrive/Desktop/DD_Diploma/SPI_Slave_with_Single_Port_RAM/SPI_slave.v#"@"1"@""
6d26ad43_1@1@uninspected@Rtl Design Style@Rtl Design Style@Info@0@"SPI_slave"@"0:SPI_slave#1:C:/Users/hp/OneDrive/Desktop/DD_Diploma/SPI_Slave_with_Single_Port_RAM/SPI_slave.v#"@"-1"@""
a48a5dd9@1@uninspected@Rtl Design Style@Rtl Design Style@Info@2@"SPI_slave_with_RAM"@"0:SPI_slave_with_RAM#1:C:/Users/hp/OneDrive/Desktop/DD_Diploma/SPI_Slave_with_Single_Port_RAM/SPI_slave_with_RAM.v#"@"0"@""

